Link,Name,Birth Year,Occupation,Country,
http://dbpedia.org/resource/Calum_Dyson,Calum Dyson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Dyson,Calum Dyson,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Calum_Dyson,Calum William Dyson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Dyson,Calum William Dyson,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Cameron_Gull,"Sir William Cameron Gull, Bt",,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calvin_Harrison,Calvin Harrison,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Lawrence_(racing_driver),Cameron Lawrence,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Stengs,Calvin Stengs,,,http://dbpedia.org/resource/Netherlands,
http://dbpedia.org/resource/Callum_Harriott,Callum Harriott,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Harriott,Callum Harriott,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Harriott,Callum Kyle Harriott,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Harriott,Callum Kyle Harriott,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Taylor_(English_cricketer),Callum John James Taylor,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Taylor_(English_cricketer),Callum Taylor,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Ferguson,Callum Ferguson,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Ferguson,Callum James Ferguson,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Calvin_H._Wiley,Calvin H. Wiley,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_A._Morrison,Cameron A. Morrison,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Callum_Roberts_(footballer),Callum Roberts,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_MacDonald_(musician),Calum MacDonald,,,http://dbpedia.org/resource/Scotland,
http://dbpedia.org/resource/Cameron_Alexander_(skier),Cameron Alexander,,,http://dbpedia.org/resource/Canada,
http://dbpedia.org/resource/Callum_Robinson,Callum Robinson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Robinson,Callum Robinson,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Robinson,Callum Jack Robinson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Robinson,Callum Jack Robinson,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Taylor_(English_cricketer),Callum John James Taylor,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Taylor_(English_cricketer),Callum Taylor,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Norman,Cameron Norman,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Norman,Cameron Pearce Norman,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Chettle,Callum Chettle,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Chettle,Callum Louis Chettle,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Guy,Callum Anthony Guy,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Guy,Callum Guy,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Lloyd,Callum Lloyd,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Macdonald_(footballer),Calum Macdonald,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Macdonald_(footballer),Calum Ross Macdonald,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Belford,Cameron Belford,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Belford,Cameron Belford,,,http://dbpedia.org/resource/Warwickshire,
http://dbpedia.org/resource/Cameron_Belford,Cameron Dale Belford,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Belford,Cameron Dale Belford,,,http://dbpedia.org/resource/Warwickshire,
http://dbpedia.org/resource/Calvin_Dekuyper,Calvin Dekuyper,,,http://dbpedia.org/resource/Belgium,
http://dbpedia.org/resource/Calle_Schlettwein,Calle Schlettwein,,,http://dbpedia.org/resource/Namibia,
http://dbpedia.org/resource/Calum_Kennedy,Calum Kennedy,,,http://dbpedia.org/resource/Scotland,
http://dbpedia.org/resource/Calvin_Maglinger,Calvin Maglinger,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Callum_McNish,Callum Leander William McNish,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_McNish,Callum McNish,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Breadner,Cameron Breadner,,,http://dbpedia.org/resource/Scotland,
http://dbpedia.org/resource/Cameron_Breadner,Cameron Breadner,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Jarvis,(MBE),,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Jarvis,Calum Jarvis,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Angus,Calum Angus,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Angus,Calum James Angus,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Murray_(footballer),Cameron Murray,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Murray_(footballer),Cameron Murray,,,http://dbpedia.org/resource/England_national_rugby_union_team,
http://dbpedia.org/resource/Cameron_Murray_(footballer),Cameron Lochiel Murray,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Murray_(footballer),Cameron Lochiel Murray,,,http://dbpedia.org/resource/England_national_rugby_union_team,
http://dbpedia.org/resource/Calum_Price,Calum Price,,,http://dbpedia.org/resource/Zimbabwe,
http://dbpedia.org/resource/Calum_Price,Calum Walter Price,,,http://dbpedia.org/resource/Zimbabwe,
http://dbpedia.org/resource/Callum_McNaughton,Callum James McNaughton,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_McNaughton,Callum McNaughton,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Ferguson,Calum Ferguson,,,http://dbpedia.org/resource/Highland_(council_area),
http://dbpedia.org/resource/Calum_MacKay_(footballer),Calum MacKay,,,http://dbpedia.org/resource/Highland_(council_area),
http://dbpedia.org/resource/Cameron_Harper_(footballer),Cameron Harper,,,http://dbpedia.org/resource/Highland_(council_area),
http://dbpedia.org/resource/Cameron_Mackay,Cameron Mackay,,,http://dbpedia.org/resource/Highland_(council_area),
http://dbpedia.org/resource/Cameron_Mackay,Cammy Mackay,,,http://dbpedia.org/resource/Highland_(council_area),
http://dbpedia.org/resource/Callum_Saunders,Callum Luke Saunders,,,http://dbpedia.org/resource/Turkey,
http://dbpedia.org/resource/Callum_Saunders,Callum Saunders,,,http://dbpedia.org/resource/Turkey,
http://dbpedia.org/resource/Calogero_(singer),Calogero,,,http://dbpedia.org/resource/France,
http://dbpedia.org/resource/Calvin_Britain,Calvin Britain,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Camelo_Tacusalme,Camelo Tacusalme,,,http://dbpedia.org/resource/Philippines,
http://dbpedia.org/resource/Camelo_Tacusalme,Camelo Perez Tacusalme,,,http://dbpedia.org/resource/Philippines,
http://dbpedia.org/resource/Cam_Ellis-Yolmen,Cam Ellis-Yolmen,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cam_Ellis-Yolmen,Cameron Ellis-Yolmen,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Calum_Haggett,Calum Haggett,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Haggett,Calum Haggett,,,http://dbpedia.org/resource/Somerset,
http://dbpedia.org/resource/Calum_Haggett,Calum John Haggett,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Haggett,Calum John Haggett,,,http://dbpedia.org/resource/Somerset,
http://dbpedia.org/resource/Cameron_Bancroft,Cameron Bancroft,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Bancroft,Cameron Timothy Bancroft,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Hedge,Callum Hedge,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cam_Fletcher,Cam Fletcher,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cam_Fletcher,Cameron Dean Fletcher,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cameron_Gray_(swimmer),Cameron Gray,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cameron_Knowles,Cameron Knowles,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cameron_Lindsay_(footballer),Cameron Lindsay,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cameron_Lindsay_(footballer),Cameron Melrose Lindsay,,,http://dbpedia.org/resource/New_Zealand,
http://dbpedia.org/resource/Cam_Cameron,Cam Cameron,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Boyce_(cricketer),Cameron Boyce,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Boyce_(cricketer),Cameron John Boyce,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_James,Cameron James,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_James,Cameron James,,,http://dbpedia.org/resource/Essex,
http://dbpedia.org/resource/Cameron_James,Cameron Lewis James,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_James,Cameron Lewis James,,,http://dbpedia.org/resource/Essex,
http://dbpedia.org/resource/Callum_Kennedy,Callum Ewan Kennedy,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Kennedy,Callum Ewan Kennedy,,,http://dbpedia.org/resource/Surrey,
http://dbpedia.org/resource/Callum_Kennedy,Callum Kennedy,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Kennedy,Callum Kennedy,,,http://dbpedia.org/resource/Surrey,
http://dbpedia.org/resource/Calvin_B._T._Lee,Calvin B. T. Lee,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvyn_Justus,Calvyn Justus,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Cameron_Mackenzie_(politician),Cameron Mackenzie,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Callum_O'Dowda,Callum Joshua Ryan O'Dowda,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_O'Dowda,Callum Joshua Ryan O'Dowda,,,http://dbpedia.org/resource/Oxfordshire,
http://dbpedia.org/resource/Callum_O'Dowda,Callum O'Dowda,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_O'Dowda,Callum O'Dowda,,,http://dbpedia.org/resource/Oxfordshire,
http://dbpedia.org/resource/Callum_Slattery,Callum Slattery,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Slattery,Callum Slattery,,,http://dbpedia.org/resource/Oxfordshire,
http://dbpedia.org/resource/Calum_Willock,Calum Daniel Willock,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Willock,Calum Willock,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calvin_Lee,Calvin Everett Lee,,,http://dbpedia.org/resource/Canada,
http://dbpedia.org/resource/Cameron_Gregory,Cameron Akash James Gregory,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Gregory,Cameron Gregory,,,http://dbpedia.org/resource/United_Kingdom,
"http://dbpedia.org/resource/Callum_Jones_(footballer,_born_2002)",Callum Jones,,,http://dbpedia.org/resource/United_Kingdom,
"http://dbpedia.org/resource/Callum_Jones_(footballer,_born_2002)",Callum Oliver Jones,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Ainley,Callum Ainley,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Ainley,Callum Ainley,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Ainley,Callum Thomas Ainley,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Ainley,Callum Thomas Ainley,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Elder,Callum Elder,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Elder,Callum Roddie Elder,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Mills,Callum Mills,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Watson,Callum Watson,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cam_Nancarrow,Cam Nancarrow,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cam_Nancarrow,Cameron Nancarrow,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Delaney_(swimmer),Cameron Delaney,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Devlin,Cameron Devlin,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Devlin,Cameron Peter Devlin,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Edwards,Cameron Edwards,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Edwards,Cameron James Edwards,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Girdlestone,Cameron Girdlestone,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Merchant,,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Merchant,Cameron James Merchant,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Merchant,Cameron Merchant,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Calvin_Perry_Stone,Calvin Perry Stone,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Callum_Howe,Callum Howe,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Howe,Callum Anthony Howe,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calvin_Kadi,Calvin Kadi,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Calvin_Kadi,Matome Calvin Kadi,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Calvin_Davies,Calvin Davies,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calvin_Davies,Calvin Jack Davies,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_O'Hare,Callum Luke O'Hare,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_O'Hare,Callum Luke O'Hare,,,http://dbpedia.org/resource/England_national_rugby_union_team,
http://dbpedia.org/resource/Callum_O'Hare,Callum O'Hare,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_O'Hare,Callum O'Hare,,,http://dbpedia.org/resource/England_national_rugby_union_team,
http://dbpedia.org/resource/Calum_Haggett,Calum Haggett,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calum_Haggett,Calum John Haggett,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Kurle,Cam Kurle,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Kurle,Cameron Roland Kurle,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_McGowan_Currie,Cameron McGowan Currie,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_McTaggart,Cameron David McTaggart,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_McTaggart,Cameron McTaggart,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Hassan,Callum Hassan,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Brimblecombe,Cameron Brimblecombe,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Calvin_H._Wiley,Calvin H. Wiley,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cam_Collier,Cam Collier,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Tankman,Calvin Tankman,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_McGeehan,Cameron Alexander McGeehan,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_McGeehan,Cameron McGeehan,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Calvin_Zola,Calvin Zola,,,http://dbpedia.org/resource/Democratic_Republic_of_the_Congo,
http://dbpedia.org/resource/Calvin_Zola,Calvin Zola-Makongo,,,http://dbpedia.org/resource/Democratic_Republic_of_the_Congo,
http://dbpedia.org/resource/Calvin_Dickinson,Calvin Dickinson,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Calvin_Dickinson,Calvin Miles Dickinson,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Calvin_Harrison_(cricketer),Calvin Grant Harrison,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Calvin_Harrison_(cricketer),Calvin Harrison,,,http://dbpedia.org/resource/South_Africa,
http://dbpedia.org/resource/Cameron_Coxe,Cameron Coxe,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Coxe,Cameron Coxe,,,http://dbpedia.org/resource/Wales,
http://dbpedia.org/resource/Cameron_Coxe,Cameron Terry Coxe,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Coxe,Cameron Terry Coxe,,,http://dbpedia.org/resource/Wales,
http://dbpedia.org/resource/Camerina_Pavón_y_Oviedo,Camerina Pavón y Oviedo,,,http://dbpedia.org/resource/Mexico,
http://dbpedia.org/resource/Calvin_Harris_(footballer),Calvin Harris,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cam_Ward_(politician),Cam Ward,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cam_Sutcliffe,Cam Sutcliffe,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cam_Sutcliffe,Cameron Sutcliffe,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Cameron_Hepple,Cameron Hepple,,,http://dbpedia.org/resource/The_Bahamas,
http://dbpedia.org/resource/Cameron_Hepple,Cameron Robert Hepple,,,http://dbpedia.org/resource/The_Bahamas,
http://dbpedia.org/resource/Cameron_Miller,Cameron Miller,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Schofield_Jr.,Calvin Onderdonk Schofield,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Zippin,Calvin Zippin,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Mann_(bishop),Cameron Mann,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_C._Moore,Calvin C. Moore,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Klein,Calvin Klein,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cam'ron,Cam'ron,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Mann_(bishop),Cameron Mann,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Mizell,Cameron Mizell,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Cameron_Crombie,Cameron Crombie,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_Burton,Callum Alex David Burton,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Burton,Callum Alex David Burton,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Callum_Burton,Callum Burton,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Burton,Callum Burton,,,http://dbpedia.org/resource/England,
http://dbpedia.org/resource/Calvin_Blocker,Calvin Blocker,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Hultman,Calvin Hultman,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calvin_Keys,Calvin Keys,,,http://dbpedia.org/resource/United_States,
http://dbpedia.org/resource/Calum_Kennedy,Calum Kennedy,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Murphy,Cameron Murphy,,,http://dbpedia.org/resource/Australia,
http://dbpedia.org/resource/Callum_McFadzean,Callum Jeffrey McFadzean,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_McFadzean,Callum McFadzean,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Semple,Callum Semple,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Dawson,Cameron Dawson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cameron_Dawson,Cameron Miles Dawson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Johnson_(footballer),Callum Johnson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_Johnson_(footballer),Callum Charles Johnson,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Cam_Thomas_(basketball),Cam Thomas,,,http://dbpedia.org/resource/Japan,
http://dbpedia.org/resource/Callum_McFadzean,Callum Jeffrey McFadzean,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callum_McFadzean,Callum McFadzean,,,http://dbpedia.org/resource/United_Kingdom,
http://dbpedia.org/resource/Callie_Hernandez,Callie Hernandez,1988,http://dbpedia.org/resource/Callie_Hernandez__PersonFunction__1,,
http://dbpedia.org/resource/Callie_Hernandez,Callie Hernandez,1988,http://dbpedia.org/resource/Actress,,
http://dbpedia.org/resource/Cally_Kwong,Cally Kwong,1962,http://dbpedia.org/resource/Cally_Kwong__PersonFunction__1,,
http://dbpedia.org/resource/Calmatic,CALMATIC,1987,http://dbpedia.org/resource/Calmatic__PersonFunction__1,,
http://dbpedia.org/resource/Calpernia_Addams,Calpernia Addams,1971,http://dbpedia.org/resource/Calpernia_Addams__PersonFunction__1,,
http://dbpedia.org/resource/Calum_Best,Calum Best,1981,http://dbpedia.org/resource/Calum_Best__PersonFunction__1,,
http://dbpedia.org/resource/Calum_Worthy,Calum Worthy,1991,http://dbpedia.org/resource/Calum_Worthy__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Adam_Buehler,Calvin Adam Buehler,1896,http://dbpedia.org/resource/Calvin_Adam_Buehler__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Benham_Baldwin,Calvin Benham Baldwin,1902,http://dbpedia.org/resource/Calvin_Benham_Baldwin__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Brent,Calvin Thomas Stowe Brent,1854,http://dbpedia.org/resource/Calvin_Brent__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_C.J._Sia,Calvin C.J. Sia,1927,http://dbpedia.org/resource/Calvin_C.J._Sia__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Dean,Calvin A. Dean,1985,http://dbpedia.org/resource/Calvin_Dean__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Ellis_Stowe,Calvin Ellis Stowe,1802,http://dbpedia.org/resource/Calvin_Ellis_Stowe__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Fairbank,Calvin Fairbank,1816,http://dbpedia.org/resource/Calvin_Fairbank__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Fairbank,Calvin Fairbank,1816,http://dbpedia.org/resource/Abolitionism_in_the_United_States,,
http://dbpedia.org/resource/Calvin_Fixx,Calvin Fixx,1906,http://dbpedia.org/resource/Calvin_Fixx__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Hicks,Calvin Hicks,1933,http://dbpedia.org/resource/Calvin_Hicks__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Hicks,Calvin Hicks,1933,http://dbpedia.org/resource/Activist,,
http://dbpedia.org/resource/Calvin_Hicks,Calvin Hicks,1933,http://dbpedia.org/resource/Editing,,
http://dbpedia.org/resource/Calvin_Hicks,Calvin Hicks,1933,http://dbpedia.org/resource/Journalist,,
http://dbpedia.org/resource/Calvin_Hicks,Calvin Hicks,1933,http://dbpedia.org/resource/Music_educator,,
http://dbpedia.org/resource/Calvin_Levels,Calvin Levels,1954,http://dbpedia.org/resource/Calvin_Levels__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Levels,Calvin Levels,1954,http://dbpedia.org/resource/Actor,,
http://dbpedia.org/resource/Calvin_Mooers,Calvin Northrup Mooers,1919,http://dbpedia.org/resource/Calvin_Mooers__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Mooers,Calvin Northrup Mooers,1919,http://dbpedia.org/resource/Computer_scientist,,
http://dbpedia.org/resource/Calvin_Pardee,Calvin Pardee,1841,http://dbpedia.org/resource/Calvin_Pardee__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Robinson,Calvin Robinson,1985,http://dbpedia.org/resource/Free_Church_of_England,,
http://dbpedia.org/resource/Calvin_Robinson,Calvin Robinson,1985,http://dbpedia.org/resource/Calvin_Robinson__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Simon,Calvin Simon,1942,http://dbpedia.org/resource/Calvin_Simon__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Thomas_(director),Calvin Thomas,1986,http://dbpedia.org/resource/Calvin_Thomas_(director)__PersonFunction__1,,
http://dbpedia.org/resource/Calvin_Thomas_(director),Calvin Thomas,1986,http://dbpedia.org/resource/Film_director,,
http://dbpedia.org/resource/Calvin_Thomas_(director),Calvin Thomas,1986,http://dbpedia.org/resource/Film_producer,,
http://dbpedia.org/resource/Calvin_Thomas_(director),Calvin Thomas,1986,http://dbpedia.org/resource/Screenwriter,,
http://dbpedia.org/resource/Calvin_Vollrath,Calvin Vollrath,1960,http://dbpedia.org/resource/Calvin_Vollrath__PersonFunction__1,,
http://dbpedia.org/resource/Cam_Cole,Cam Cole,1953,http://dbpedia.org/resource/Cam_Cole__PersonFunction__1,,
http://dbpedia.org/resource/Cam_Gigandet,Cam Gigandet,1982,http://dbpedia.org/resource/Cam_Gigandet__PersonFunction__1,,
http://dbpedia.org/resource/Cam_Kirk,Cam Kirk,1989,http://dbpedia.org/resource/Cam_Kirk__PersonFunction__1,,
http://dbpedia.org/resource/Cam_Lyman,Cam Lyman,1932,http://dbpedia.org/resource/Cam_Lyman__PersonFunction__1,,
http://dbpedia.org/resource/Cam_Lyman,Cam Lyman,1932,http://dbpedia.org/resource/Dog_breeding,,
http://dbpedia.org/resource/Camellia_Johnson,Camellia Johnson,1953,http://dbpedia.org/resource/Camellia_Johnson__PersonFunction__1,,
